"Name";"Season";"Club";"Position";"Apps";"Minutes Played";"Distance Run (km)";"Player of the Match";"Goals";"Assists";"xG";"Shots on Target";"Shots";"Penalties Taken";"Penalties Scored";"Successful Passes";"Attempted Passes";"Pass%";"Key Passes";"Successful Crosses";"Attempted Crosses";"Cross%";"Chances Created";"Successful Headers";"Attempted Headers";"Header%";"Key Headers";"Dribbles";"Tackles Won";"Attempted Tackles";"Tackle%";"Key Tackles";"Interceptions";"Clearances";"Mistakes Leading to Goals";"Yellow Cards";"Red Cards";"Fouls";"Fouls Against";"Offsides";"Average Rating";"Acc";"Aer";"Agg";"Agi";"Ant";"Bal";"Bra";"Cmd";"Com";"Cmp";"Cnt";"Cor";"Cro";"Dec";"Det";"Dri";"Ecc";"Fin";"Fir";"Fla";"Fre";"Han";"Hea";"Jum";"Kic";"Ldr";"Lon";"L Th";"Mar";"Nat";"OtB";"1v1";"Pac";"Pas";"Pen";"Pos";"Pun";"Ref";"TRO";"Sta";"Str";"Tck";"Tea";"Tec";"Thr";"Vis";"Wor"
"Laurent Gourcuff";"4.0";"CA Buenos Aires";"M (C), AM (LC)";20;1800;283,4;0;1;1;1,13;6;13;0;0;1256;1454;1711,73;37;29;102;504,97;6;49;70;1341,68;5;18;41;53;1413,1;1;40;50;1;2;0;13;12;3;6,89;14;5;5;13;12;12;6;5;5;12;12;11;14;12;9,5;13;5;11;13;13;11;5;5;7,8;5;5;11;5;9;20;13;5;14;14,9;5;5;5;5;5;20;12;9;13;14;5;13,35;13
"Laurent Gourcuff";"5.0";"CA Buenos Aires";"M (C), AM (LC)";10;900;137,9;0;0;3;0,2;1;4;0;0;629;709;877,66;31;25;99;200,68;11;24;28;855;2;2;16;21;629,17;0;14;19;0;0;0;12;0;4;7,21;14;5;5;13;13;12;6;5;5;13;12;11,3;14;13,5;10;13;5;11;13;13;11,3;5;5;9;5;5;11;5;9;20;13;5;14;16;5;11;5;5;5;20;12;9;13;14;5;16;13
"Laurent Gourcuff";"6.0";"CA Buenos Aires";"M (C), AM (LC)";10;900;134,9;0;0;2;0,14;0;2;0;0;914;999;915,35;37;29;103;258,11;6;24;32;684,17;1;0;6;8;350;0;11;26;0;1;0;5;2;0;7,45;14;5;5;13;13;12;6;5;5;14;12;12;14;15;10;13;5;11;13;13;13;5;5;9;5;5;11;5;9;20;13;5;14;16,5;5;12;5;5;5;20;12;9;13;15;5;16;13
"Laurent Gourcuff";"7.0";"CA Buenos Aires";"M (C), AM (LC)";14;1260;218,2;1;7;6;5,31;23;44;0;0;591;747;1110,53;79;57;201;409,66;15;51;84;893,02;0;15;16;23;666,67;0;19;12;0;1;0;15;21;10;7,6;15,86;5;5;14,86;13;12;6;5;5;15;12;12;14;15;10;14,57;5;11;13;13;14;5;5;9;5;5;11;5;9;20;13,57;5;14,93;17;5;13;5;5;5;20;12,29;9;13;16;5;16;13
"Laurent Gourcuff";"8.0";"CA Buenos Aires";"M (C), AM (LC)";14;1260;222,3;0;5;0;2,64;13;26;0;0;526;655;1101,97;34;30;155;280,66;4;57;86;834,18;2;29;17;22;900;1;27;23;0;0;0;12;8;8;6,81;16,29;5;5;15;13;12;6;5;5;15,29;12;12;14;15,29;10;15;5;11;13;13,57;14;5;5;9;5;5;11;5;9;20;15;5;15,86;17;5;13;5;5;5;20;13;9;13;16;5;16;13
"Laurent Gourcuff";"9.0";"CA Buenos Aires";"M (C), AM (LC)";14;1260;221,9;2;3;3;4,04;17;43;0;0;635;752;1183,39;44;25;123;346,08;12;54;77;992,78;3;24;35;44;992,5;0;28;28;0;4;0;24;3;8;7,31;17;5;5;15;13;12;6;5;5;16;12;12;14;16;10;15;5;11;13;15;14;5;5;9;5;5;11;5;9;20;15;5;18;17;5;13;5;5;5;20;13;9;13;16;5;16;13
"Leif Physt";"10.0";"Seoul MFC";"D (RLC)";14;1260;194,9;0;2;1;0,88;5;12;0;0;674;727;1288,94;17;16;47;296,57;2;128;145;1234,92;11;8;19;20;850;2;60;104;0;4;0;16;3;1;7,33;16;5;5;12;13;12;13;5;5;16;13;5;9;16;10;10;5;5;10;5;5;5;16;16;5;5;5;5;16;20;10;5;16;12;5;16;5;5;5;20;16;15;10;10;5;10;15
"Leif Physt";"11.0";"Seoul MFC";"D (RLC)";14;1260;162,6;0;1;1;0,86;5;9;0;0;727;747;1362,15;5;0;3;0;1;183;212;1213,62;29;6;10;15;683,34;4;70;150;0;0;0;0;2;0;7,27;16;5;5;12;13;12;13;5;5;16;13;5;9;16;10;10;5;5;10;5;5;5;16;16;5;5;5;5;16;20;10;5;16;12;5;16;5;5;5;20;16;15;10;10;5;10;15
"Leif Physt";"12.0";"Seoul MFC";"D (RLC)";14;1260;159;0;2;0;0,89;3;7;0;0;748;781;1339,57;3;0;1;0;0;188;223;1183,08;16;4;9;13;700;6;55;143;0;1;0;4;1;1;7,28;16;5;5;12;13;12;13;5;5;16;13;5;9;16;10;10;5;5;10;5;5;5;16;16;5;5;5;5;16;20;10;5;16;12;5;16;5;5;5;20;16;15;10;10;5;10;15
"Leif Physt";"4.0";"CF Catalunya";"D (RLC)";13;1170;139,4;1;0;0;0,73;1;9;0;0;978;1008;1653,68;1;0;0;NA;0;165;191;1454,35;14;1;12;13;866,67;4;35;146;0;2;0;5;1;0;7,09;15;5;5;5;11;5;8,12;5;5;12;10;5;5;12;5;5;5;5;10;5;5;5;10,76;15;5;5;5;5;13;20;5;5;15;10;5;13;5;5;5;20;9,76;13;5;7,29;5;10;7,71
"Leif Physt";"5.0";"CF Catalunya";"D (RLC)";14;1218;151,7;1;0;0;0,03;1;3;0;0;1028;1062;1357,46;2;0;3;0;0;163;201;1134,35;18;0;12;18;633,33;5;37;154;0;2;0;8;1;0;7,09;15;5;5;7,57;12;5,57;12;5;5;12;10;5;5;12;5;5;5;5;10;5;5;5;12;15;5;5;5;5;13;20;5;5;15;11,86;5;14;5;5;5;20;12;13;7,57;10;5;10;15
"Leif Physt";"6.0";"CF Catalunya";"D (RLC)";14;1260;157,4;0;0;1;0,56;4;7;0;0;946;973;1360,74;4;0;0;NA;1;176;216;1142,45;21;1;10;15;460;2;39;182;1;1;0;4;0;1;7,03;15;5;5;12;12,21;12;12;5;5;12;10;5;5;12;5;5;5;5;10;5;5;5;12,64;15;5;5;5;5;13;20;5;5;15;12;5;15,86;5;5;5;20;14,21;13;10;10;5;10;15
"Leif Physt";"7.0";"CF Catalunya";"D (RLC)";14;1260;158;0;0;0;0,01;1;1;0;0;1126;1157;1362,8;1;1;2;50;0;159;185;1190,24;13;2;7;10;550;1;37;131;1;1;0;6;1;1;7;15;5;5;12;13;12;13;5;5;13;13;5;5;15;5;5;5;5;10;5;5;5;15;15;5;5;5;5;14,36;20;5;5;15;12;5;16;5;5;5;20;15;13,79;10;10;5;10;15
"Leif Physt";"8.0";"CF Catalunya";"D (RLC)";14;1260;156,7;0;0;0;0,32;1;2;0;0;920;941;1366,64;4;0;0;NA;0;151;182;1155,97;26;0;8;9;600;2;29;142;0;0;0;4;3;0;6,84;15,14;5;5;12;13;12;13;5;5;14,43;13;5;5;15,64;5;5;5;5;10;5;5;5;15;15,14;5;5;5;5;15;20;5;5;15;12;5;16;5;5;5;20;15;14;10;10;5;10;15
"Leif Physt";"9.0";"CF Catalunya";"D (RLC)";11;990;123,2;0;0;0;0,45;1;6;0;0;708;724;1076,29;3;1;2;100;0;165;186;959,64;16;2;12;14;816,67;4;37;126;1;1;0;6;0;1;7,17;16;5;5;12;13;12;13;5;5;16;13;5;6,09;16;7,55;9,09;5;5;10;5;5;5;15;16;5;5;5;5;16;20;8,91;5;16;12;5;16;5;5;5;20;16;15;10;10;5;10;15
"Leif Physt";"9.0";"Seoul MFC";"D (RLC)";3;270;32,9;0;0;0;0;0;0;0;0;162;170;289,22;1;1;2;50;0;33;34;288,89;4;0;2;3;150;0;3;42;0;0;0;0;0;0;6,83;16;5;5;12;13;12;13;5;5;16;13;5;9;16;10;10;5;5;10;5;5;5;16;16;5;5;5;5;16;20;10;5;16;12;5;16;5;5;5;20;16;15;10;10;5;10;15
"Lennox Prakash";"7.0";"Montréal United";"M/AM (C)";3,5;315;48,5;0;0;1;0,05;1;1;0;0;235;261;363,25;1;0;4;0;1;3;9;90;0;4;7;8;350;3;4;3;0;1;0;6;3;0;6,83;10;14;5,5;10;5;10;6,25;7;6,5;10;10;10;10;10;7;15;5,25;10;10;6,5;10;6,5;10;5;6;7;10;10;10;20;7;6,75;11;14;10;6,75;5,25;7,25;5,5;20;7;7,75;6,5;10;5,75;6,5;6,5
"Leonardo Escorcia";"3.0";"Inter London";"D (C), DM, M (C)";16;1440;173;0;1;0;0,14;3;3;0;0;831;878;1511,84;1;0;3;0;0;142;177;1308,46;16;0;6;8;500;1;36;171;1;2;0;8;1;0;6,8;7,75;5;10;7;13;7;10;5;5;6,25;10;5;5;7,75;5;5,25;5;5;5;5;5;5;13;13;5;5;5;5;13;20;5;5;16;7;5;15;5;5;5;20;13;15;5;7,5;5;5;5
"Leonardo Escorcia";"4.0";"AS Paris";"D (C), DM, M (C)";5,5;495;57,7;0;0;0;0,2;0;3;0;0;306;323;559,32;0;0;0;NA;0;44;57;486,9;9;0;5;7;350;2;18;56;0;0;0;1;0;0;7,02;10;5;10;7;13;7;10;5;5;10;10;5;5;10;5;6;5;5;5;5;5;5;13;13;5;5;5;5;13;20;5;5;16;7;5;15;5;5;5;20;13;15;5;9;5;5;5
"Leonidas Papadopoulos";"10.0";"AS Paris";"AM (RL), ST (C)";14;1260;191,1;9;24;1;16,11;46;80;1;1;342;439;1107,88;21;4;23;200;7;52;142;508,15;0;31;7;10;600;0;15;13;0;0;0;18;23;17;8,23;18;5;5;15;17;15;5;5;5;17,29;12;5;7;16;6;17,57;5;18;17,57;13;5;5;10,86;10;5;5;9;5;5;20;18;5;17,57;13;11;5;5;5;5;20;14,57;5;14;17,57;5;12;17,57
"Leonidas Papadopoulos";"11.0";"AS Paris";"AM (RL), ST (C)";14;1260;188,6;1;6;1;6,66;23;43;0;0;339;431;1091,77;12;4;25;153,33;1;25;99;369,39;0;36;8;8;700;0;17;11;0;0;0;14;19;13;6,87;17;5;5;15;17;15;5;5;5;18;12;5;7;16;5;17;5;18;18;13;5;5;5;5;5;5;9;5;5;20;18;5;17;13;11;5;5;5;5;20;14;5;14;18;5;12;18
"Leonidas Papadopoulos";"12.0";"AS Paris";"AM (RL), ST (C)";14;1260;212,2;1;6;2;5,39;16;33;2;2;538;688;1092,63;34;11;64;252,52;12;51;103;653,57;3;31;16;23;691,66;0;22;15;0;0;0;8;8;4;7,05;15;5;5;15;17;15;5;5;5;17;12;5;7;16;5;17;5;18;18;13;5;5;5;5;5;5;8;5;5;20;17;5;15;13;5;5;5;5;5;20;14;5;14;18;5;11;17
"Leonidas Papadopoulos";"2.0";"CF Catalunya";"AM (RL), ST (C)";5;450;59,8;0;3;1;1,82;4;11;0;0;145;171;417,52;3;0;1;0;1;14;43;157,5;0;3;1;1;100;0;2;8;0;0;0;13;12;9;7,08;11,8;5;5;9,4;9,8;9,4;4,8;5;5;9,4;4,4;4,4;4,4;9,8;10;9,4;5;12,4;10,4;5;4,4;5;10,4;5,2;5;10,8;8,4;4,4;4,4;19,8;10,4;5;10,4;9,4;10;9,4;5;5;5;19,4;4,4;4,2;9,4;10,4;5;7,4;10,4
"Leonidas Papadopoulos";"3.0";"CF Catalunya";"AM (RL), ST (C)";16;1440;197,7;1;8;1;7,82;21;38;2;2;476;573;1334,03;15;0;7;0;6;31;140;379,44;0;18;5;7;350;0;9;12;0;0;0;8;23;6;7,05;15;5;5;12;11;5;5;5;5;13,75;5;5;5;12;5;12;5;14,25;12,25;11;5;5;8;8;5;5;8,94;5;5;20;12,75;5;12,25;12;10;5;5;5;5;20;8;5;11,94;12,75;5;12;11
"Leonidas Papadopoulos";"4.0";"AS Paris";"AM (RL), ST (C)";20;1800;251,3;2;17;2;14,63;41;68;3;3;513;613;1674,32;21;3;27;108,33;5;72;280;561,46;0;34;6;8;366,67;0;16;15;1;0;0;17;24;12;7,16;15,7;5;5;12,4;13;12;5;5;5;15;9;5;5;12;5,9;13;5;16;14;11;5;5;8;8;5;5;9;5;5;20;14,2;5;13,95;12;10;5;5;5;5;20;8;5;12;14,35;5;12;13
"Leonidas Papadopoulos";"5.0";"AS Paris";"AM (RL), ST (C)";14;1260;173,4;0;6;4;8,92;20;49;2;1;310;396;1093,17;12;5;18;350;2;43;172;347,5;0;26;2;4;200;0;15;14;0;1;0;11;23;7;6,82;16;5;5;13;14,14;12;5;5;5;15;10;5;5,43;13,21;6;14;5;16,21;15;12;5;5;10;10;5;5;9;5;5;20;15;5;16;12;11;5;5;5;5;20;8;5;13;15;5;12;13
"Leonidas Papadopoulos";"6.0";"AS Paris";"AM (RL), ST (C)";10;900;125,3;4;13;0;9,21;31;48;2;2;203;243;843,44;12;7;22;215;1;28;101;278,22;0;17;4;4;400;0;8;8;0;0;0;6;17;5;7,68;17;5;5;13;15;12;5;5;5;15;10;5;7;14;6;14;5;17;15;13;5;5;10;10;5;5;9;5;5;20;15;5;17;12;11;5;5;5;5;20;13;5;13;16;5;12;15,6
"Leonidas Papadopoulos";"7.0";"AS Paris";"AM (RL), ST (C)";14;1260;179,5;5;23;2;16,45;41;82;3;2;322;398;1138,4;13;1;15;33,33;5;56;192;407,53;0;25;2;2;200;0;7;11;0;0;0;16;23;15;8,07;17;5;5;14;15,5;13;5;5;5;15,5;10;5;7;14,5;6;14,5;5;17,5;15,5;13;5;5;10;10;5;5;9;5;5;20;16;5;17;12;11;5;5;5;5;20;13;5;13;16;5;12;16
"Leonidas Papadopoulos";"8.0";"AS Paris";"AM (RL), ST (C)";14;1260;185,2;2;6;3;7,73;20;44;3;3;342;442;1087;12;2;21;83,33;5;40;143;416,01;0;31;5;7;300;0;11;9;1;0;0;13;14;12;6,82;18;5;5;15;16;14,29;5;5;5;16;10,57;5;7;16;6;16;5;18;16;13;5;5;10;10;5;5;9;5;5;20;18;5;17;13;11;5;5;5;5;20;13,29;5;14;17;5;12;17
"Leonidas Papadopoulos";"9.0";"AS Paris";"AM (RL), ST (C)";14;1260;189,1;3;15;5;14,63;39;76;1;0;359;452;1128,75;24;8;33;333,33;10;72;178;564,29;0;40;2;4;150;0;19;11;0;0;0;17;20;15;7,9;18;5;5;15;16,79;15;5;5;5;16,79;12;5;7;16;6;16,79;5;18;16,79;13;5;5;10;10;5;5;9;5;5;20;18;5;17;13;11;5;5;5;5;20;14;5;14;17;5;12;17
"Liam Ryan";"10.0";"Seoul MFC";"D/WB/M (R)";13,5;1190;204;0;3;1;1,67;11;18;0;0;555;648;1178,56;30;24;98;316,58;7;55;80;995,12;3;55;30;33;680;1;30;28;0;3;0;18;7;3;7,18;16,57;5;5;13;12;10;4,43;5;5;10;10;5;13;11;5;12,36;5;11;11;10;5;5;13;10;5;5;7;5;14;20;12,79;5;16,57;11;5;15;5;5;5;20;10;10;10;11,79;5;13;13
"Liam Ryan";"11.0";"Seoul MFC";"D/WB/M (R)";14;1260;212,7;1;0;2;0,63;5;8;0;0;579;658;1235,15;40;33;126;429,84;9;91;121;1043,96;2;51;23;26;930;0;56;74;0;1;0;8;10;2;7,35;17;5;5;14,57;12;10;5;5;5;10;12,36;5;13;11,29;5;13;5;11;11;10;5;5;13;10;5;5;7;5;14;20;13;5;18;11,29;5;15;5;5;5;20;10;10,57;12,36;12;5;13;13
"Liam Ryan";"12.0";"Seoul MFC";"D/WB/M (R)";11;973;153,2;0;0;2;0,16;0;3;0;0;519;608;1114,64;24;28;101;351,05;3;57;74;901,28;0;34;25;30;869,04;5;32;40;0;0;1;10;9;2;7,02;17;5;5;15;12;10,92;5;5;5;10;13;5;13;12;5;13;5;11;11,62;10;5;5;13;10;5;5;7;5;14;20;13;5;18;12,31;5;15;5;5;5;20;10,92;12;13;12;5;13;13
"Liam Ryan";"7.0";"Seoul MFC";"D/WB/M (R)";13,5;1215;199,5;1;1;3;0,31;2;4;0;0;387;448;1207,06;22;21;90;227,05;2;79;111;1013,78;4;22;39;51;888,33;2;30;72;0;5;0;23;9;1;6,89;15;5;5;11;12;10;5;5;5;5;10;5;13;11;5;7;5;10;11;10;5;5;5;10;5;5;5;5;10;20;7,5;5;15;11;5;9,21;5;5;5;20;10;10;7,5;6,43;5;10;10
"Liam Ryan";"8.0";"Seoul MFC";"D/WB/M (R)";11,5;1035;165,9;0;0;0;0,28;1;4;0;0;461;531;1221,86;26;19;64;351,79;1;60;90;978,64;3;19;15;21;776,67;2;38;45;0;2;0;8;8;0;6,87;15;5;5;11;12;10;5;5;5;9,93;10;5;13;11;5;7;5;10;11;10;5;5;10;10;5;5;6,86;5;10,29;20;10,29;5;15;11;5;10,29;5;5;5;20;10;10;10;11;5;13;13
"Liam Ryan";"9.0";"Seoul MFC";"D/WB/M (R)";14;1260;171,2;1;0;3;0,28;1;3;0;0;1021;1073;1322,51;8;4;13;150;1;60;81;954,52;5;14;10;13;525;1;14;51;0;0;0;10;3;0;6,66;15;5;5;12,86;12;10;5;5;5;10;10;5;13;11;5;9,79;5;10,93;11;10;5;5;12,07;10;5;5;7;5;13,14;20;12;5;15,93;11;5;13,36;5;5;5;20;10;10;10;11;5;13;13
"Liang Kuai";"1.0";"Inter London";"AM (RL)";10;900;140,3;0;2;1;2,92;9;23;0;0;385;457;840,83;17;10;31;251,66;5;33;61;528,03;0;27;10;12;575;0;22;15;0;0;0;9;4;5;6,77;12,7;1;5;11;6;10;5;1;1;11;5;5;10;11;5;13;1;13;10;11;10;1;5;5;1;5;13,1;5;5;20;5;1;13,7;10;5;10;1;1;1;20;8;5;8;12,7;1;8;9
"Liang Kuai";"10.0";"Hollywood FC";"AM (RLC)";13,5;1214;210,6;1;0;6;2,5;18;32;0;0;483;588;1156,1;35;18;67;310,61;14;41;98;580,14;1;44;14;18;658,34;0;40;20;0;0;0;12;10;9;7,05;18;5;5;17;16,21;15;5;5;5;16;13;5;18;16;5;18;5;18;16,93;16,57;13;5;5;5;5;5;13;5;5;20;17,43;5;18;17,93;7;7;5;5;5;20;13;5;10;18;5;16;16,93
"Liang Kuai";"11.0";"Hollywood FC";"AM (RLC)";14;1260;220,6;2;11;9;5,22;30;53;0;0;508;628;1141,36;54;22;97;290,61;17;56;126;627,9;1;59;18;23;716,67;0;41;17;0;0;0;18;14;12;7,8;18;5;5;16;17;15;5;5;5;15,43;13,29;5;18;15,43;5;18;5;17;17;17;13;5;5;5;5;9;13,43;5;5;20;18;5;18;17;7;5;5;5;5;20;13;5;10;18;5;15,43;15,43
"Liang Kuai";"12.0";"Hollywood FC";"AM (RLC)";14;1260;226,4;1;3;4;3,23;10;28;0;0;497;604;1151,04;19;11;72;199,41;6;48;109;609,19;1;40;11;15;650;1;24;18;0;0;0;16;8;10;6,71;18;5;5;16;16;15;5;5;5;16;14;5;16;16;5;17;5;17;16,93;16;13;5;5;5;5;9;14;5;5;20;16;5;18;16,93;7;5;5;5;5;20;13;5;10;16;5;16;16
"Liang Kuai";"2.0";"Inter London";"AM (RL)";14;1260;205,1;1;6;3;2,68;18;30;0;0;392;493;1121,61;39;32;77;545,23;9;54;116;660,33;1;36;18;21;1116,67;2;38;24;0;4;0;22;28;3;7,08;14;5;5;13;6,14;13;5;5;5;11,14;5;5;10;11;5;13;5;13,29;10;11;13;5;5;5;5;5;14;5;5;20;9,93;5;16;10;5;10;5;5;5;20;8;5;8;13;5;9,64;11,79
"Liang Kuai";"3.0";"Inter London";"AM (RL)";16;1440;244,2;2;9;11;4,56;18;40;0;0;575;702;1305,83;34;15;56;411,43;14;68;140;754,12;1;43;9;14;500;0;37;22;2;0;0;16;32;3;7,44;15;5;5;13;10;14,56;5;5;5;13;5;5;10,25;11;5;15;5;16;11,88;11;13;5;5;5;5;5;14;5;5;20;12;5;16,25;13,5;5;10;5;5;5;20;10;5;8;13,75;5;12;13
"Liang Kuai";"4.0";"Inter London";"AM (RL)";20;1800;312,3;2;4;9;5,95;27;59;0;0;799;952;1665,45;55;41;100;835,62;11;76;134;1083,34;0;46;25;39;845;0;61;18;0;1;0;20;28;5;7,18;15;5;5;14,8;10;15;5;5;5;13,9;5;5;11;11,55;5;15;5;16;13,45;12,8;13,95;5;5;5;5;5;14,55;5;5;20;12,9;5;17;14,9;5;10;5;5;5;20;10;5;8;14;5;12;13
"Liang Kuai";"5.0";"Sydney City";"AM (RL)";5;450;80,9;0;0;2;0,75;6;12;0;0;208;256;404,71;13;14;44;143,85;4;14;34;218,3;0;18;6;8;250;0;18;3;0;0;0;5;5;2;7,2;16;5;5;15;12,8;15;5;5;5;15;6,6;5;13;12;5;15;5;16;14;13;15;5;5;5;5;5;16;5;5;20;13;5;17;15;5;10;5;5;5;20;12,8;5;10;15;5;12;13
"Liang Kuai";"5.0";"Sydney City";"AM (RLC)";9;810;139,1;1;4;1;4,08;19;38;0;0;328;400;738,57;26;16;57;270,93;6;31;51;549,36;0;18;23;31;660;0;20;12;0;0;0;6;12;3;7,43;16;5;5;15;13;15;5;5;5;15;11,44;5;13;13;5;15;5;17;14;13;15;5;5;6,33;5;5;16;5;5;20;13,67;5;17;15;5,44;10;5;5;5;20;13;5;10,67;15;5;12;13
"Liang Kuai";"6.0";"Hollywood FC";"AM (RLC)";14;1260;214,1;0;3;6;3,35;17;30;0;0;536;676;1103,57;34;16;68;338,18;9;46;102;604,64;1;46;15;23;748,34;0;34;15;0;0;0;15;13;8;7,04;17,21;5;5;16;14;15;5;5;5;15;13;5;13;13,36;8,14;15,36;5;18;14,5;13;15;5;5;7;5;5;16;5;5;20;15;5;18;15;7;10;5;5;5;20;13;5;12,5;15,36;5;12,5;13
"Liang Kuai";"7.0";"Hollywood FC";"AM (RL)";10;891;152,8;1;8;6;3,28;24;30;0;0;460;560;825,2;44;37;84;460,66;15;36;69;526,27;0;30;14;19;562,5;0;19;8;0;0;0;9;5;7;7,97;18;5;5;16;15,2;15;5;5;5;15;13;5;16;15;10;16;5;18;15;13,2;15;5;5;7;5;5;16;5;5;20;15;5;18;15;7;10;5;5;5;20;13;5;13;16;5;13;13
"Liang Kuai";"7.0";"Hollywood FC";"AM (RLC)";4;360;60,4;1;2;1;1,22;4;16;0;0;136;170;316,4;28;19;38;183,51;7;14;25;221,43;1;14;5;6;250;0;9;5;0;0;0;7;6;6;8,04;18;5;5;16;16;15;5;5;5;15;13;5;17;15;10;16;5;18;15;16;15;5;5;7;5;5;16;5;5;20;15;5;18;15,5;7;10;5;5;5;20;13;5;13;16;5;13;13
"Liang Kuai";"8.0";"Hollywood FC";"AM (RLC)";14;1260;217;1;3;3;5,6;21;42;0;0;536;648;1152,16;37;29;75;650,3;14;47;84;852,69;1;50;29;33;1180;0;41;18;0;2;0;16;16;11;7,28;18;5;5;16,43;16;15;5;5;5;16;13;5;17;15,93;10;16,43;5;18;16;16,79;15;5;5;7;5;5;16;5;5;20;16,43;5;18;16;7;10;5;5;5;20;13;5;13;16;5;13;13
"Liang Kuai";"9.0";"Hollywood FC";"AM (RLC)";14;1260;211,9;1;4;5;2,94;12;31;0;0;482;598;1129,21;34;18;74;248,28;11;45;82;722,59;0;37;21;25;858,34;0;30;15;0;0;0;5;7;2;7,24;18;5;5;17;16;15,71;5;5;5;16;13,71;5;17;16;10;17;5;18,71;16;17;15;5;5;7;5;5;16;5;5;20;17;5;18;17;7;10;5;5;5;20;13;5;13;17;5;14,21;14,21
"Linnea Nesse";"1.0";"Inter London";"D/WB (R)";10;900;127,8;1;0;1;0,13;2;3;0;0;578;626;930,62;19;19;96;180,9;4;28;50;494,77;1;8;20;21;766,67;1;38;35;0;3;0;16;2;3;7,08;13;1;8;10;10;8;9;1;1;8;8;8;13;10;8;8;1;5;10;8;5;1;5;5;1;5;5;9;9,7;20;9,4;1;13;13;5;9,7;1;1;1;20;8,2;10,6;10;10;1;10;10
"Linnea Nesse";"10.0";"Tokyo S.C.";"D/WB (R)";14;1260;208,4;0;1;5;0,53;2;7;0;0;894;988;1259,16;77;78;300;347,35;6;100;121;1123,05;5;39;30;33;1191,67;1;44;71;0;1;0;16;7;7;7,78;18;5;8;16;16;12;10;5;5;14;12;18;18;16;10;14;5;5;13;10;5;5;5;13;5;5;5;10;17;20;16;5;17;16;5;16;5;5;5;20;12;16;11;18;5;12;16
"Linnea Nesse";"11.0";"Tokyo S.C.";"D/WB (R)";14;1260;210,6;2;0;6;0,22;1;3;0;0;605;670;1263,14;69;68;278;334,66;9;98;107;1295,85;2;50;25;31;951,43;5;50;70;0;1;0;16;5;8;7,63;18,57;5;8;16;16;12;10;5;5;14;12;17;18;16,21;8;13;5;5;13;10;5;5;5;13,57;5;5;5;10;15;20;16,07;5;17,21;16;5;16;5;5;5;20;11,14;16;11;17;5;12;16,07
"Linnea Nesse";"12.0";"Tokyo S.C.";"D/WB (R)";14;1260;200,8;1;0;3;0,15;1;4;0;0;742;855;1215,08;52;51;204;329,92;7;76;90;1157,5;3;14;37;48;962,23;2;54;47;0;3;0;26;1;7;7,37;18;5;8;16;16;12;10;5;5;13;11;15;17;16;8;13;5;5;13;10;5;5;5;13;5;5;5;10;15;20;15;5;18;16;5;15;5;5;5;20;12;15;11;16;5;12;16
"Linnea Nesse";"2.0";"Inter London";"D/WB (R)";14;1260;186,7;1;0;4;0,27;1;1;0;0;542;640;1185,29;51;50;223;290,71;13;40;57;893,66;1;11;22;27;900;1;35;32;0;5;0;27;13;3;6,67;13;5;8;10;10;9,29;9;5;5;11,43;10;10;13;11,64;10;10;5;5;10;8;5;5;5;5;5;5;5;9;10,14;20;10;5;13;13;5;10;5;5;5;20;10;15;10;11,14;5;11,36;10
"Linnea Nesse";"3.0";"Inter London";"D/WB (R)";16;1440;218,5;0;0;6;0,28;1;6;0;0;696;787;1410,76;58;58;199;516,22;14;53;85;1038,89;4;37;18;23;816,67;1;40;43;0;2;0;11;24;3;7,24;13;5;8;10;10;10;9;5;5;13;10;10;13,75;13;10;10;5;5;10;8;5;5;5;5;5;5;5;9;15,69;20;10;5;13;13;5;15,63;5;5;5;20;10;15,94;10,75;13;5;13;10
"Linnea Nesse";"4.0";"Inter London";"D/WB (R)";20;1800;287,8;2;1;4;1,18;2;13;0;0;1023;1167;1744,79;69;67;236;510,15;6;99;152;1246,29;5;47;47;50;1560;4;60;75;1;3;0;16;10;7;7,25;14;5;8;11;11;11;9;5;5;13;11;10;16;14,55;10;10;5;5;10;8;5;5;5;5;5;5;5;9;16;20;10;5;13;13;5;16;5;5;5;20;12;16;11;13,55;5;13;10
"Linnea Nesse";"5.0";"Sydney City";"D (RC), WB (R)";5;450;74,4;0;0;0;0,46;4;8;0;0;284;317;800,51;10;8;29;126,19;1;40;50;688,1;0;6;10;13;525;2;9;22;0;3;0;7;2;2;7,04;15;5;8;11;12,11;11;9,89;5;5;13;13;10;17;16;10;11,78;5;5;10;8;5;5;5;6,89;5;5;5;10;17;20;12,22;5;15;13;5;16;5;5;5;20;12;16;12;15;5;13;13,44
"Linnea Nesse";"5.0";"Sydney City";"D/WB (R)";2;180;32,1;0;1;0;0,48;3;4;0;0;101;122;326,73;7;5;23;76,19;1;10;18;216,67;0;3;1;2;50;0;5;6;0;0;0;1;1;1;6,99;15;5;8;11;11;11;9;5;5;13;13;10;17;16;10;10;5;5;10;8;5;5;5;6;5;5;5;10;17;20;11,5;5;15;13;5;16;5;5;5;20;12;16;12;15;5;13;12
